id,saleprice
387,235175.40890557822
873,196136.17313769396
1918,126381.29497524718
2764,215262.97631390014
2184,113326.56399224338
934,136452.20959474132
1920,129715.2162350023
2631,151742.8579852627
1768,579135.5929995457
2040,116526.04309824802
1749,222283.67130625143
834,256373.32529851192
1457,248019.9668940742
79,94817.76357222987
2302,119757.40630200635
1817,137502.6543603304
2755,256147.24814025045
359,166349.15169706783
2059,125328.59142282949
2092,221305.76226823532
2516,241070.05274226403
150,126480.42729520005
1656,146688.04847516102
83,107090.0399989887
2411,206937.86113506331
795,91480.67929565503
2312,246826.05177434228
2917,82491.89157039215
1624,163160.46042126836
2215,246451.3648077068
1211,150466.31791671357
1485,125745.79516922754
1024,156472.545901351
570,187706.59766743626
2874,138008.1881044091
700,143479.94367264322
2756,221682.7449139935
2022,179244.42711661084
583,208108.45835045277
2392,377674.4657272976
2424,177998.7621870984
212,111186.23586669883
736,124041.16541370164
1610,164035.84308436164
890,117843.04166985222
467,177710.0782458081
578,237534.88046710243
1747,174034.22806951712
1149,146819.100657033
2758,253572.4270028276
857,126259.49870252062
2219,253212.40677777785
733,97817.05556457194
2909,98443.98044767459
1798,278636.22882376227
235,127274.1078872368
2366,139720.29679139945
1027,139937.05626167043
1195,128841.98879579108
1303,54499.114770100976
148,180021.17240766593
608,147984.50147664823
2515,196757.58757444407
821,293714.73894663184
2500,289987.7525172967
745,109144.80391640864
741,136394.76095368288
1611,108533.29363808861
2532,125429.33682316837
1081,200943.14510120932
1692,452485.14494690945
2520,156042.63850288506
276,109042.43809676699
1992,132849.6572822873
663,59107.31261336026
418,114381.76370051515
1733,178741.1767927637
2359,133107.95804537338
253,183605.78890606773
1518,174147.1615689278
2035,150862.20852524636
2919,89574.86320635874
1540,236510.58270983456
2120,145443.1651576685
1674,170534.98815945582
256,190290.31845968706
2361,132416.67403371914
978,92715.36389854678
2280,169062.11571660655
2095,214520.68387640105
1709,328948.87522866554
2801,235465.81772101368
1246,123142.05813543481
2373,100306.97484860923
1055,284110.46841321694
2017,129669.71046416173
1099,272113.6922541776
1344,66333.27541413222
835,211063.12508237414
1117,229637.90447252084
2043,94635.63016571285
2085,99442.93570179476
410,151495.37598694116
2650,101435.43956575626
2867,190214.17850432685
1668,130350.57414163058
1161,147991.01022895612
2122,165001.4778046097
2539,141914.01260698336
1047,117844.6405921811
1445,133211.42034276246
541,128469.53246919013
569,235815.79573166513
1276,130157.53691857407
918,154511.6339756384
326,177943.3799053301
1936,127432.06828173352
895,107021.94804415833
257,155680.76922002525
1241,178582.54913783405
1545,109583.82741180868
1189,138381.017179925
270,122121.50303664584
2066,225311.12967657964
693,100307.98904260702
1259,166410.72470549605
2916,144167.7616713791
2321,310011.8317343926
1977,89393.1282104358
1895,151480.51070684512
1240,160424.2160160008
85,158375.73573698456
1823,123824.52092949233
825,287876.2942375772
110,242644.05808198702
697,113792.77409616427
2297,129276.00841163352
1231,142782.05721589332
1355,139797.91219367928
968,366370.8240788066
584,229429.91967949786
1315,122898.47905436897
1606,134524.156250331
206,95402.7607910311
1685,375227.27254617464
2016,129352.61379304569
869,214851.1819406957
2135,130656.62117282883
2346,173700.3292597465
2430,220610.19932932453
2198,127633.9825779217
2652,117982.30003390313
27,119556.83908807144
241,174468.68021843416
906,130152.41728252405
1506,112859.00702660588
2098,395480.2458311173
1435,203782.70366655436
2213,161510.94099121567
1274,128484.47060987391
743,20103.884458928373
1737,211852.11528996465
2797,264909.4241208471
2185,76559.56610398895
58,172124.0097028084
830,178461.9733730641
808,129345.74454565649
680,146527.36908477457
1153,107073.56312457225
1291,158134.55901168915
1818,153413.8773251555
2161,174268.7045244784
1883,130690.58839378046
350,345350.6212241242
2473,144674.90084975178
295,179426.58965011645
293,179769.64028236835
859,121618.97170392716
288,84179.8720493867
1578,153450.4108165048
102,176635.23264382887
2831,136159.5087280117
1030,178090.16928587307
2551,140133.17066765594
1286,150831.3099909256
958,319586.33905629034
776,133801.6466166927
72,242505.10311142952
2263,259717.47140951693
1866,170209.38694047337
2876,70664.56337819337
2146,268892.3705287081
103,155409.46553487622
1500,132128.50322246828
492,183761.8899285403
167,149769.88998030307
2597,115596.53390253292
2685,124758.16669975738
1035,150488.38166530506
1220,89905.71715674415
2602,147146.53057054867
2159,210473.21229734784
695,124633.38959306368
1109,266866.35795278987
640,172336.2392135016
1652,140548.40236703504
2090,180106.02663565153
1188,175600.46643654892
2345,224330.74828581238
1059,418407.9995157094
2751,270210.5209011182
128,180610.62012932077
1523,155687.67899581336
2925,149356.92796930033
2145,300443.1927631021
1121,233343.31138568715
566,303801.6884550078
565,225751.4859113457
1331,157120.79062623275
2928,144440.7101711393
156,142992.45351454106
797,119810.96283639959
327,96516.1553767986
2859,158905.7222870332
1453,116208.18049794501
1762,352390.7340471009
1868,198097.83082030466
1760,185679.05735211656
1113,261211.05873319448
1812,201228.1066882979
117,162553.99612571776
1142,207841.5266269572
2342,420271.2642137605
927,155935.34247236405
2478,196702.51640703174
655,93710.05301077111
2064,129799.80719041891
369,273144.27233326505
2239,116897.88076960533
2732,203612.04707140892
1653,151823.65978084377
959,218951.6082090497
2395,369520.8164913818
1412,109887.45367859736
271,250661.09151332427
1484,122812.34756018636
1497,145391.34584329615
552,117813.41803867578
2,126928.22289178388
1855,280735.40405429265
4,262132.77240819816
2292,158586.48778255144
134,146667.1286848902
646,116082.09590492173
42,342246.8039417568
532,239498.45913889806
713,115054.77199742268
2561,137911.71999806052
2360,136608.94021483135
1333,126366.2391452462
1407,247119.58393262528
2892,282688.380623834
574,212674.14312708008
1227,166662.6948044989
2591,204187.2667506024
1476,209753.14872954134
1125,269186.629824111
1446,142798.38706633527
408,107817.06834111629
1101,298683.63459138956
2251,198838.97590489584
373,168926.957313713
2554,134678.66263670946
2382,270776.0030678608
1985,75025.93220622117
519,217031.9336615545
1093,193596.79461280993
864,259756.83793354535
2889,156978.57045784724
2308,170408.58260999175
986,150566.61699039774
1302,140176.74329276246
585,153785.23264311824
2708,140341.7772154296
147,142511.9702800543
1441,217993.29717535106
383,176772.69011001283
285,129788.21702977631
181,114456.90583948193
358,191874.9689777542
780,159229.7234585618
258,171990.19807233216
1865,201303.92577794768
692,119920.56662103713
2902,336837.86534402496
508,264451.95903229
2638,130357.59282148498
36,154439.80592284774
611,171689.2455848509
2281,129587.02322240034
1678,133628.83408571844
1696,458726.6924007201
1557,94485.07548018228
2180,165090.78708628623
1726,209673.17635569753
951,138627.61258786285
267,235817.20301724586
2706,135444.33797775194
2221,233799.47648999255
1357,202061.58186188093
2901,322984.2160499888
347,172772.7820004362
2164,171839.84065017113
1586,306129.2713855565
360,158344.51789483576
1769,241342.13774894402
2617,148665.08737172646
1879,142431.71423402132
991,205972.4083399604
1535,159696.13497307643
1191,148059.24190069028
1579,188009.8245962176
1882,133349.19948320338
1510,133489.4564954911
2196,118111.18731286991
1845,172004.22826961626
2336,432174.3285117221
942,109200.13652787391
861,129669.56165855037
2555,122469.17571545356
1392,158781.50526144716
2099,264233.32687372365
1543,127597.00213919919
948,258098.60822349772
1239,163964.7127326791
22,174253.96987993398
2796,244044.04082297438
2747,175654.24627886643
92,297451.5932934024
210,213107.73413107244
1858,187981.45755067305
2228,157063.22879818105
447,229591.83870233662
827,237524.98785309077
1649,198353.5721336855
682,124430.68625698115
2698,98924.00819220876
494,148071.22341177904
214,112656.07163972048
2441,262288.8201156135
2679,101048.68133657657
1336,117416.77125456775
465,163762.12336939856
1524,166072.47038183245
2543,126791.07965260271
631,140060.85884567592
2452,319253.32627492805
228,134822.8049737184
126,144903.1939947768
1092,211719.3998598582
1122,227001.90988069345
932,210017.4789954683
1980,88481.16705604379
2171,109889.8386581563
551,136507.86944920098
2768,188563.67966806534
2056,123634.51433296956
1159,361521.34318709176
2645,133296.00471824725
1174,178227.94401958678
2266,201700.89288334548
2462,445639.10876849596
1219,145157.9846819958
2922,170691.02704625728
118,150375.19378020684
474,154933.71357383634
2576,154988.619599588
872,283099.71449861187
1077,203904.91167228585
1536,163463.55779077526
1150,127659.65445272479
2341,329924.4773492533
1931,150112.24098982292
2785,133885.7872974786
2538,135312.52409845323
597,188769.44329815012
464,187318.53946330489
233,262043.02254631295
2169,124460.39115297377
2123,148798.20139623046
1867,163293.86676772268
137,268181.37223051745
515,238720.08883742572
933,121152.88059734045
2784,155306.6376239548
972,160533.21194404518
599,165975.6728893629
2614,126822.30673724198
2582,144145.59333747198
1409,173408.83062026385
175,105041.98708337062
352,211686.9414345535
976,82168.26255293992
2134,183830.72901525645
984,119147.42784287393
2396,364533.08886683837
1673,131447.62712180192
404,128633.70163272467
607,159192.27109858888
814,159363.2952686425
868,190439.01304284128
2271,191803.3836542309
1633,272853.0017060204
337,227140.54679740654
2765,197198.22304831602
1746,233561.11430051798
368,365628.0283023887
2806,204222.07162998547
1662,183652.45971924008
1234,208542.41932333753
1373,133891.0650220519
1672,116264.67837262625
1939,121826.38629903027
